customer_id,city,address,latitude,longitude
CUST00060,Bekasi,Gg. Asia Afrika No. 832,-6.203031,107.0043
CUST00061,Jember,Gang Ahmad Dahlan No. 533,-8.170909,113.711261
CUST00062,Bekasi,Jl. Jayawijaya No. 30,-6.222297,107.017141
CUST00063,Jakarta,Jalan Antapani Lama No. 427,-6.213612,106.836063
CUST00064,Bekasi,Gg. Bangka Raya No. 697,-6.276336,107.003706
CUST00065,Yogyakarta,Jalan Asia Afrika No. 17,-7.757346,110.335245
CUST00066,Semarang,Jalan Wonoayu No. 402,-7.000256,110.388024
CUST00067,Jember,Gang Sukajadi No. 5,-8.196815,113.720328
CUST00068,Surabaya,Gang Suryakencana No. 14,-7.268533,112.713221
CUST00069,Bandung,Gang Siliwangi No. 90,-6.915426,107.667425
CUST00070,Solo,Gg. KH Amin Jasuta No. 767,-7.527497,110.81327
CUST00071,Surabaya,Gg. Monginsidi No. 18,-7.269864,112.796367
CUST00072,Bandung,Gang Rajiman No. 0,-6.962446,107.646752
CUST00073,Cirebon,Gang HOS. Cokroaminoto No. 9,-6.74792,108.520097
CUST00074,Jakarta,Jl. HOS. Cokroaminoto No. 34,-6.222468,106.890633
CUST00075,Serang,Gg. Pasteur No. 3,-6.1481,106.166728
CUST00076,Bandung,Jalan Pasir Koja No. 621,-6.913386,107.614902
CUST00077,Jakarta,Jalan M.H Thamrin No. 820,-6.210183,106.819455
CUST00078,Jakarta,Jalan Dipatiukur No. 518,-6.222204,106.884997
CUST00079,Jember,Gg. Indragiri No. 334,-8.170231,113.685427
CUST00080,Semarang,Gang Raya Ujungberung No. 421,-6.99351,110.433911
CUST00081,Bandung,Jalan Tubagus Ismail No. 583,-6.934972,107.594839
CUST00082,Surabaya,Gang Ronggowarsito No. 21,-7.239678,112.740405
CUST00083,Jakarta,Jalan Cikutra Timur No. 98,-6.19272,106.885511
CUST00084,Jember,Jalan M.T Haryono No. 59,-8.157268,113.741976
CUST00085,Bandung,Jl. Suniaraja No. 3,-6.882596,107.59804
CUST00086,Solo,Gg. Yos Sudarso No. 33,-7.616789,110.813674
CUST00087,Bogor,Jalan Monginsidi No. 99,-6.569672,106.787719
CUST00088,Yogyakarta,Gg. Sadang Serang No. 99,-7.767668,110.378499
CUST00089,Jakarta,Gang Kutai No. 30,-6.20563,106.874313
CUST00090,Surabaya,Jl. BKR No. 4,-7.217031,112.74812
CUST00091,Kediri,Jl. Dipatiukur No. 0,-7.89554,112.003617
CUST00092,Yogyakarta,Gang Cempaka No. 7,-7.810276,110.386862
CUST00093,Solo,Gang Raya Setiabudhi No. 306,-7.528459,110.812062
CUST00094,Cirebon,Jalan Siliwangi No. 82,-6.760585,108.542494
CUST00095,Semarang,Gg. Jamika No. 8,-6.964709,110.367559
CUST00096,Surabaya,Gg. Astana Anyar No. 88,-7.303859,112.740462
CUST00097,Semarang,Jl. Pasirkoja No. 0,-6.997102,110.441032
CUST00098,Surabaya,Jl. M.T Haryono No. 7,-7.281442,112.728821
CUST00099,Bandung,Jalan Ciwastra No. 575,-6.905914,107.588245
CUST00100,Surabaya,Jalan Gedebage Selatan No. 20,-7.227377,112.740878
CUST00101,Jember,Jalan Cikutra Barat No. 020,-8.208411,113.657468
CUST00102,Bekasi,Gang Cihampelas No. 6,-6.245994,106.950099
CUST00103,Semarang,Jl. Astana Anyar No. 75,-6.97145,110.43884
CUST00104,Depok,Gg. Pacuan Kuda No. 77,-6.366023,106.771997
CUST00105,Tangerang,Jalan K.H. Wahid Hasyim No. 967,-6.149795,106.614359
CUST00106,Surabaya,Jl. Monginsidi No. 1,-7.292392,112.771514
CUST00107,Bekasi,Gg. Gardujati No. 84,-6.270141,106.996966
CUST00108,Jakarta,Jalan Ir. H. Djuanda No. 17,-6.211773,106.831177
CUST00109,Bandung,Gg. Stasiun Wonokromo No. 4,-6.960034,107.594915
CUST00110,Malang,Gang PHH. Mustofa No. 27,-7.939654,112.605159
CUST00111,Tangerang,Gang Setiabudhi No. 05,-6.176469,106.662028
CUST00112,Bekasi,Jalan Erlangga No. 5,-6.234616,106.960967
CUST00113,Surabaya,Gg. Soekarno Hatta No. 3,-7.293938,112.741095
CUST00114,Yogyakarta,Gang Pasirkoja No. 0,-7.767028,110.341106
CUST00115,Depok,Jalan K.H. Wahid Hasyim No. 18,-6.418178,106.785656
CUST00116,Semarang,Jl. Sukabumi No. 22,-6.93763,110.420787
CUST00117,Serang,Gang Surapati No. 53,-6.164742,106.192502
CUST00118,Jakarta,Gg. Wonoayu No. 3,-6.226293,106.839988
CUST00119,Serang,Gg. Abdul Muis No. 554,-6.135751,106.174372
CUST00120,Depok,Gang Moch. Toha No. 778,-6.358666,106.837995
CUST00121,Bogor,Jl. Abdul Muis No. 96,-6.555842,106.781928
CUST00122,Bandung,Gg. Merdeka No. 12,-6.875585,107.66605
CUST00123,Surabaya,Gg. Rajawali Timur No. 1,-7.264954,112.778675
CUST00124,Bogor,Gg. Ronggowarsito No. 208,-6.584517,106.781922
CUST00125,Tangerang,Jl. Antapani Lama No. 44,-6.145233,106.667783
CUST00126,Bekasi,Gg. Kiaracondong No. 73,-6.261171,106.982556
CUST00127,Bogor,Jalan Cihampelas No. 001,-6.594222,106.794757
CUST00128,Solo,Jl. Ciwastra No. 612,-7.598964,110.830118
CUST00129,Yogyakarta,Gg. Peta No. 381,-7.811492,110.388435
CUST00130,Solo,Gg. Yos Sudarso No. 5,-7.588222,110.778488
CUST00131,Semarang,Gang Jend. A. Yani No. 523,-6.990904,110.426925
CUST00132,Malang,Jalan Pacuan Kuda No. 77,-7.956532,112.641355
CUST00133,Yogyakarta,Gg. Sukajadi No. 882,-7.757872,110.359128
CUST00134,Jakarta,Gang Pacuan Kuda No. 5,-6.175603,106.808567
CUST00135,Semarang,Jalan Moch. Toha No. 358,-6.994848,110.431714
CUST00136,Semarang,Jalan Pasteur No. 246,-6.929749,110.462491
CUST00137,Bekasi,Gang Asia Afrika No. 0,-6.24441,106.950783
CUST00138,Bogor,Jl. Stasiun Wonokromo No. 948,-6.54737,106.849522
CUST00139,Malang,Gg. Pasteur No. 0,-7.917768,112.616828
CUST00140,Semarang,Gg. Sadang Serang No. 439,-6.995435,110.448825
CUST00141,Malang,Gg. Kebonjati No. 311,-8.004638,112.590835
CUST00142,Semarang,Gg. Gegerkalong Hilir No. 92,-6.929513,110.439315
CUST00143,Malang,Gang Yos Sudarso No. 939,-7.940139,112.628731
CUST00144,Bandung,Jl. Cihampelas No. 929,-6.933588,107.660766
CUST00145,Bekasi,Jl. M.H Thamrin No. 96,-6.288234,106.963746
CUST00146,Depok,Jl. Abdul Muis No. 5,-6.402209,106.777481
CUST00147,Tangerang,Jl. Ir. H. Djuanda No. 55,-6.139167,106.614473
CUST00148,Surabaya,Jl. Tebet Barat Dalam No. 35,-7.210918,112.795286
CUST00149,Malang,Gg. Moch. Toha No. 212,-7.919186,112.627749
CUST00150,Bandung,Gang K.H. Wahid Hasyim No. 36,-6.918799,107.624738
CUST00151,Jakarta,Jalan Dr. Djunjunan No. 426,-6.25421,106.875818
CUST00152,Jember,Jl. Pelajar Pejuang No. 99,-8.208956,113.675875
CUST00153,Surabaya,Gang Monginsidi No. 6,-7.231727,112.801738
CUST00154,Kediri,Gang Medokan Ayu No. 775,-7.830358,112.053356
CUST00155,Bogor,Jl. Joyoboyo No. 62,-6.627754,106.838504
CUST00156,Solo,Jl. W.R. Supratman No. 9,-7.581825,110.826151
CUST00157,Solo,Jl. Indragiri No. 48,-7.558858,110.871751
CUST00158,Bandung,Jl. Lembong No. 282,-6.906115,107.62348
CUST00159,Serang,Jl. Kapten Muslihat No. 588,-6.139705,106.160959
CUST00160,Solo,Jalan Surapati No. 852,-7.599172,110.866586
CUST00161,Solo,Gg. Dipatiukur No. 6,-7.560305,110.786434
CUST00162,Jakarta,Jalan Dipatiukur No. 30,-6.195448,106.830295
CUST00163,Semarang,Gang R.E Martadinata No. 4,-6.93887,110.369693
CUST00164,Jakarta,Jalan Moch. Ramdan No. 96,-6.197291,106.888767
CUST00165,Bogor,Gg. Setiabudhi No. 95,-6.609814,106.84465
CUST00166,Malang,Jalan Cempaka No. 747,-7.960807,112.633366
CUST00167,Surabaya,Jl. PHH. Mustofa No. 2,-7.281238,112.710876
CUST00168,Surabaya,Gg. Ahmad Dahlan No. 0,-7.253147,112.732833
CUST00169,Kediri,Gang Ciumbuleuit No. 550,-7.850268,111.976825
CUST00170,Bogor,Gang K.H. Wahid Hasyim No. 80,-6.601691,106.856058
CUST00171,Cirebon,Jl. Merdeka No. 92,-6.717032,108.565296
CUST00172,Jakarta,Gg. Tubagus Ismail No. 8,-6.233795,106.835194
CUST00173,Bandung,Jalan BKR No. 3,-6.892156,107.636197
CUST00174,Solo,Jl. Pasir Koja No. 3,-7.563249,110.846486
CUST00175,Serang,Jalan Raya Ujungberung No. 77,-6.123955,106.130173
CUST00176,Surabaya,Gg. HOS. Cokroaminoto No. 91,-7.306721,112.747662
CUST00177,Surabaya,Jl. Dr. Djunjunan No. 6,-7.218749,112.755459
CUST00178,Bandung,Jalan Cikutra Timur No. 43,-6.905824,107.620105
CUST00179,Depok,Gang Pasir Koja No. 137,-6.355505,106.749469
CUST00180,Malang,Gang M.H Thamrin No. 89,-7.941188,112.663703
CUST00181,Bandung,Jalan KH Amin Jasuta No. 376,-6.930358,107.641721
CUST00182,Jakarta,Jl. Surapati No. 549,-6.241434,106.872893
CUST00183,Depok,Gg. Ciwastra No. 901,-6.366801,106.819958
CUST00184,Bandung,Jl. Medokan Ayu No. 50,-6.907714,107.644705
CUST00185,Solo,Jalan Rawamangun No. 6,-7.537445,110.818488
CUST00186,Surabaya,Gg. Veteran No. 588,-7.282797,112.75303
CUST00187,Bogor,Jl. Jayawijaya No. 10,-6.549355,106.855263
CUST00188,Solo,Jalan Rajiman No. 709,-7.540644,110.789805
CUST00189,Semarang,Jl. Ronggowarsito No. 8,-6.94969,110.389538
CUST00190,Semarang,Gg. Stasiun Wonokromo No. 40,-6.936259,110.438981
CUST00191,Solo,Gg. Lembong No. 455,-7.553361,110.829421
CUST00192,Semarang,Gang Pelajar Pejuang No. 11,-7.00102,110.391958
CUST00193,Depok,Jl. Kiaracondong No. 8,-6.423284,106.826901
CUST00194,Yogyakarta,Jalan Cihampelas No. 463,-7.79948,110.33272
CUST00195,Bandung,Jl. Veteran No. 71,-6.964991,107.61621
CUST00196,Yogyakarta,Jl. S. Parman No. 5,-7.779916,110.382286
CUST00197,Kediri,Gang Ciwastra No. 80,-7.842555,111.992053
CUST00198,Bogor,Jalan Sadang Serang No. 99,-6.591599,106.846608
CUST00199,Surabaya,Gang Pasir Koja No. 600,-7.283621,112.75454
CUST00200,Depok,Gg. Sukajadi No. 157,-6.408481,106.775335
CUST00201,Bandung,Jalan R.E Martadinata No. 7,-6.913522,107.585863
CUST00202,Yogyakarta,Gang Waringin No. 387,-7.782584,110.365355
CUST00203,Solo,Gg. Cikutra Barat No. 00,-7.605759,110.777958
CUST00204,Surabaya,Gg. Wonoayu No. 81,-7.252419,112.7418
CUST00205,Semarang,Gang Rumah Sakit No. 04,-6.996823,110.370873
CUST00206,Semarang,Jalan Pasir Koja No. 203,-6.972701,110.419696
CUST00207,Malang,Jalan Setiabudhi No. 816,-7.995012,112.657325
CUST00208,Solo,Jalan Kiaracondong No. 633,-7.546459,110.79623
CUST00209,Cirebon,Gang Soekarno Hatta No. 16,-6.696417,108.503922
CUST00210,Surabaya,Jl. Ciwastra No. 53,-7.269,112.729712
CUST00211,Cirebon,Gg. Setiabudhi No. 31,-6.685787,108.571303
CUST00212,Jakarta,Jl. Otto Iskandardinata No. 8,-6.21502,106.81471
CUST00213,Bandung,Jl. Cihampelas No. 78,-6.938377,107.611371
CUST00214,Surabaya,Gang Rajiman No. 635,-7.294825,112.711284
CUST00215,Semarang,Gang Ahmad Yani No. 35,-7.008095,110.434339
CUST00216,Jakarta,Jalan Kapten Muslihat No. 531,-6.168047,106.827083
CUST00217,Semarang,Jalan Rawamangun No. 00,-6.93537,110.38678
CUST00218,Semarang,Jl. Surapati No. 7,-6.965985,110.447404
CUST00219,Surabaya,Gg. Raya Ujungberung No. 3,-7.292747,112.723631
CUST00220,Semarang,Jl. Surapati No. 20,-6.95149,110.437759
CUST00221,Depok,Jl. Sadang Serang No. 7,-6.404413,106.768985
CUST00222,Yogyakarta,Jl. Dipenogoro No. 301,-7.834759,110.374916
CUST00223,Depok,Gang Gegerkalong Hilir No. 298,-6.391309,106.788368
CUST00224,Solo,Gg. Cempaka No. 8,-7.601898,110.852172
CUST00225,Yogyakarta,Jalan M.T Haryono No. 9,-7.808209,110.397924
CUST00226,Surabaya,Jalan Jamika No. 690,-7.277777,112.753989
CUST00227,Bandung,Gg. Rajiman No. 9,-6.916731,107.638586
CUST00228,Jakarta,Jalan Sukabumi No. 367,-6.210962,106.847555
CUST00229,Tangerang,Gg. Gardujati No. 858,-6.13835,106.643945
CUST00230,Jakarta,Gang Cihampelas No. 65,-6.211945,106.836184
CUST00231,Cirebon,Gang BKR No. 883,-6.763182,108.506701
CUST00232,Jakarta,Gg. Sukajadi No. 9,-6.232674,106.866592
CUST00233,Serang,Jalan Moch. Ramdan No. 39,-6.119286,106.180811
CUST00234,Bogor,Gg. Merdeka No. 7,-6.637374,106.859984
CUST00235,Malang,Jl. Kiaracondong No. 6,-7.978631,112.605966
CUST00236,Bandung,Gang Ronggowarsito No. 482,-6.909056,107.631144
CUST00237,Solo,Gang Rungkut Industri No. 62,-7.560296,110.822096
CUST00238,Bekasi,Jalan Gardujati No. 92,-6.218979,106.942785
CUST00239,Surabaya,Jalan Pasteur No. 60,-7.298177,112.801269
CUST00240,Malang,Gang Rajiman No. 5,-7.940049,112.649708
CUST00241,Bandung,Jalan Suniaraja No. 8,-6.873071,107.626994
CUST00242,Solo,Jalan Otto Iskandardinata No. 813,-7.562735,110.852347
CUST00243,Solo,Gang Jend. Sudirman No. 236,-7.564129,110.852723
CUST00244,Jakarta,Gang Raya Ujungberung No. 09,-6.191426,106.878072
CUST00245,Bogor,Gg. Kiaracondong No. 7,-6.557005,106.853172
CUST00246,Jember,Gg. Waringin No. 5,-8.183426,113.723461
CUST00247,Depok,Jl. Astana Anyar No. 4,-6.41965,106.832718
CUST00248,Malang,Gang Rajawali Barat No. 3,-8.004735,112.598394
CUST00249,Surabaya,Jalan W.R. Supratman No. 8,-7.283059,112.74521
CUST00250,Surabaya,Gang Rungkut Industri No. 3,-7.218983,112.734246
CUST00251,Bandung,Jalan Kutai No. 47,-6.878471,107.65081
CUST00252,Yogyakarta,Gang Antapani Lama No. 7,-7.805873,110.403819
CUST00253,Malang,Jalan HOS. Cokroaminoto No. 5,-7.952508,112.66273
CUST00254,Tangerang,Jl. H.J Maemunah No. 3,-6.201033,106.65697
CUST00255,Depok,Jl. Raya Ujungberung No. 1,-6.448711,106.745086
CUST00256,Yogyakarta,Gang Joyoboyo No. 28,-7.775423,110.369049
CUST00257,Depok,Gg. W.R. Supratman No. 586,-6.426736,106.763459
CUST00258,Semarang,Gg. Pelajar Pejuang No. 3,-7.00692,110.409234
CUST00259,Bekasi,Jalan Antapani Lama No. 2,-6.250129,106.953505
CUST00260,Surabaya,Jl. Kutisari Selatan No. 36,-7.217494,112.768352
CUST00261,Bekasi,Gg. K.H. Wahid Hasyim No. 18,-6.278261,106.94942
CUST00262,Depok,Gg. Surapati No. 8,-6.370768,106.761073
CUST00263,Depok,Gang Tebet Barat Dalam No. 37,-6.369286,106.76784
CUST00264,Semarang,Jl. PHH. Mustofa No. 611,-6.961576,110.431047
CUST00265,Bogor,Jl. Kendalsari No. 038,-6.636423,106.783283
CUST00266,Yogyakarta,Gang Dr. Djunjunan No. 52,-7.807337,110.401364
CUST00267,Bandung,Jalan Rungkut Industri No. 23,-6.953976,107.596631
CUST00268,Bekasi,Gg. Rajiman No. 475,-6.257886,106.930777
CUST00269,Kediri,Gang Moch. Toha No. 41,-7.869135,112.032567
CUST00270,Jakarta,Gang KH Amin Jasuta No. 9,-6.231434,106.819312
CUST00271,Solo,Jalan Kutai No. 0,-7.541767,110.858451
CUST00272,Depok,Gg. Kapten Muslihat No. 75,-6.40414,106.801158
CUST00273,Yogyakarta,Gg. Tebet Barat Dalam No. 891,-7.74719,110.365333
CUST00274,Jakarta,Gg. Pasirkoja No. 6,-6.21093,106.825983
CUST00275,Bogor,Jalan Merdeka No. 22,-6.562913,106.79557
CUST00276,Jakarta,Gang Kutisari Selatan No. 690,-6.196804,106.813676
CUST00277,Surabaya,Gg. M.H Thamrin No. 8,-7.282706,112.770721
CUST00278,Yogyakarta,Jl. Kiaracondong No. 21,-7.827809,110.368964
CUST00279,Solo,Gg. Waringin No. 18,-7.535078,110.839503
CUST00280,Semarang,Jalan W.R. Supratman No. 25,-6.954107,110.40026
CUST00281,Depok,Gang Lembong No. 5,-6.405826,106.822075
CUST00282,Yogyakarta,Jalan K.H. Wahid Hasyim No. 034,-7.810821,110.398934
CUST00283,Malang,Gang M.T Haryono No. 676,-7.965036,112.667941
CUST00284,Surabaya,Gg. HOS. Cokroaminoto No. 826,-7.27674,112.716595
CUST00285,Semarang,Gang Stasiun Wonokromo No. 9,-6.989899,110.426859
CUST00286,Surabaya,Gang Raya Ujungberung No. 69,-7.30305,112.704553
CUST00287,Bandung,Gg. PHH. Mustofa No. 4,-6.946887,107.595366
CUST00288,Malang,Jalan Pelajar Pejuang No. 10,-7.94325,112.584684
CUST00289,Depok,Jalan Pacuan Kuda No. 74,-6.449289,106.751336
CUST00290,Bandung,Jalan Indragiri No. 615,-6.918216,107.648949
CUST00291,Malang,Jalan S. Parman No. 6,-7.921572,112.616191
CUST00292,Kediri,Jl. Rajiman No. 97,-7.812864,111.976796
CUST00293,Jember,Gang Suryakencana No. 26,-8.157299,113.689532
CUST00294,Jakarta,Jl. Suniaraja No. 42,-6.246978,106.804233
CUST00295,Cirebon,Jalan Asia Afrika No. 3,-6.77655,108.519699
CUST00296,Surabaya,Jl. Cihampelas No. 5,-7.225742,112.757059
CUST00297,Semarang,Gang Asia Afrika No. 5,-6.953931,110.409197
CUST00298,Bogor,Jl. Yos Sudarso No. 684,-6.564461,106.811955
CUST00299,Semarang,Jalan Dipenogoro No. 120,-7.004322,110.427044
CUST00300,Bandung,Jl. Pasteur No. 09,-6.897566,107.590212
CUST00301,Solo,Jalan Bangka Raya No. 03,-7.614563,110.821675
CUST00302,Bandung,Gang M.H Thamrin No. 86,-6.894085,107.584385
CUST00303,Bandung,Jl. Laswi No. 70,-6.91317,107.607007
CUST00304,Kediri,Jl. Sukabumi No. 43,-7.867711,112.053338
CUST00305,Depok,Jalan Rajiman No. 7,-6.404686,106.809905
CUST00306,Bandung,Gg. Jakarta No. 249,-6.916374,107.610203
CUST00307,Tangerang,Jl. Rajawali Timur No. 5,-6.164657,106.661932
CUST00308,Jakarta,Gg. Rajawali Timur No. 30,-6.212831,106.834266
CUST00309,Tangerang,Gg. Ciumbuleuit No. 645,-6.219998,106.618534
CUST00310,Yogyakarta,Jalan KH Amin Jasuta No. 631,-7.759654,110.416059
CUST00311,Yogyakarta,Gang BKR No. 9,-7.801174,110.401922
CUST00312,Serang,Jl. Laswi No. 855,-6.078897,106.148743
CUST00313,Semarang,Gg. Cihampelas No. 61,-7.013759,110.3704
CUST00314,Surabaya,Jalan Medokan Ayu No. 62,-7.305362,112.707376
CUST00315,Jakarta,Gg. Jend. Sudirman No. 40,-6.239372,106.804429
CUST00316,Kediri,Jl. Moch. Ramdan No. 3,-7.876585,112.046954
CUST00317,Surabaya,Gg. Cikutra Barat No. 489,-7.250049,112.743675
CUST00318,Bandung,Gang Kutisari Selatan No. 302,-6.928448,107.57779
CUST00319,Serang,Jl. Pacuan Kuda No. 6,-6.137335,106.109079
CUST00320,Jakarta,Gg. Rungkut Industri No. 101,-6.245611,106.861141
CUST00321,Serang,Gang Jamika No. 92,-6.094155,106.177506
CUST00322,Malang,Gg. Kutai No. 1,-7.94844,112.675882
CUST00323,Surabaya,Gang Pasteur No. 57,-7.24619,112.706889
CUST00324,Yogyakarta,Gang Stasiun Wonokromo No. 2,-7.810179,110.335915
CUST00325,Bogor,Jl. KH Amin Jasuta No. 93,-6.571498,106.822399
CUST00326,Jakarta,Jl. Sukajadi No. 632,-6.203561,106.886392
CUST00327,Bogor,Gg. Otto Iskandardinata No. 93,-6.554592,106.81818
CUST00328,Bandung,Jalan Setiabudhi No. 109,-6.889414,107.63745
CUST00329,Bandung,Gg. Jend. A. Yani No. 1,-6.947233,107.655618
CUST00330,Bogor,Gg. Antapani Lama No. 7,-6.58042,106.860491
CUST00331,Bekasi,Jl. Lembong No. 4,-6.234154,106.929826
CUST00332,Bogor,Jalan Kebonjati No. 01,-6.586379,106.823008
CUST00333,Semarang,Jl. Tubagus Ismail No. 166,-6.998207,110.381177
CUST00334,Yogyakarta,Gg. Abdul Muis No. 1,-7.825973,110.400123
CUST00335,Malang,Jalan Pasteur No. 22,-7.944308,112.673514
CUST00336,Semarang,Jl. Yos Sudarso No. 827,-6.934275,110.385852
CUST00337,Surabaya,Jl. Medokan Ayu No. 30,-7.216658,112.770593
CUST00338,Jakarta,Jl. Dr. Djunjunan No. 56,-6.210122,106.826904
CUST00339,Jakarta,Jalan Rumah Sakit No. 32,-6.166399,106.860345
CUST00340,Jakarta,Gang Suryakencana No. 38,-6.186717,106.83644
CUST00341,Bekasi,Gang Setiabudhi No. 099,-6.241545,106.987708
CUST00342,Surabaya,Jalan Rajiman No. 01,-7.306368,112.789936
CUST00343,Yogyakarta,Gg. Dipatiukur No. 059,-7.782257,110.387447
CUST00344,Semarang,Gg. Suniaraja No. 32,-6.925341,110.398478
CUST00345,Cirebon,Gg. Pasteur No. 83,-6.707792,108.557451
CUST00346,Yogyakarta,Jl. Ciwastra No. 6,-7.785749,110.383179
CUST00347,Solo,Gang Tebet Barat Dalam No. 26,-7.588703,110.811571
CUST00348,Solo,Jalan Ciwastra No. 86,-7.589622,110.776838
CUST00349,Malang,Gg. Merdeka No. 4,-7.921732,112.626311
CUST00350,Tangerang,Gg. Otto Iskandardinata No. 7,-6.170663,106.582821
CUST00351,Semarang,Jalan Indragiri No. 3,-6.936149,110.398024
CUST00352,Bandung,Jalan Stasiun Wonokromo No. 0,-6.882201,107.627073
CUST00353,Solo,Gang Pelajar Pejuang No. 9,-7.565353,110.816837
CUST00354,Yogyakarta,Jl. Moch. Toha No. 58,-7.810828,110.33413
CUST00355,Jember,Jalan Jakarta No. 3,-8.135204,113.658701
CUST00356,Jakarta,Jalan Sadang Serang No. 27,-6.194207,106.805071
CUST00357,Yogyakarta,Jalan Raya Setiabudhi No. 81,-7.823151,110.403999
CUST00358,Malang,Gg. Otto Iskandardinata No. 38,-7.958237,112.593358
CUST00359,Semarang,Gang Otto Iskandardinata No. 81,-6.93127,110.433602
CUST00360,Yogyakarta,Jl. Dr. Djunjunan No. 2,-7.770269,110.330453
CUST00361,Jember,Jalan Ahmad Dahlan No. 0,-8.149848,113.729707
CUST00362,Tangerang,Gang Jayawijaya No. 0,-6.162256,106.608998
CUST00363,Jember,Jalan Sadang Serang No. 190,-8.126966,113.735881
